ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
2213;SAP; What are the prerequisites when creating an append structure for a standard SAP table?;2;The table must be copied before the append structure can be created;The enhancement category of the table is NOT set to �Not enhacable�;The fields in the append structure should star with YY or ZZ;The table cannot have any fields of type FLTP;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2214;SAP; When included in a structure', ' which elementary field types allow the structure to be considered a character-type data object?;4;F;I;X;T;XSTRING;STRING;D;C;N;NULL;NULL;0;0;0;1;0;0;1;1;1;NULL;NULL
2215;SAP; Which statements are allowed for processing internal tables?;3;INSERT;UPDATE;SELECT;DELETE;MODIFY;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2216;SAP; When do you need to use the GROUP BY clause in the SELECT statement?;1;If you want to redefine the sequence of the columns in the result set;If you want to use aggregate functions and at least one component in the field list is a column identifier;If you want to use aggregate functions and all components in the field list are aggregate functions;If you want to use ORDER BY to specify a sub-order;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2217;SAP; You write the following ABAP statement:SELECT SINGLE carrid', ' connid', ' cityfrom', ' cityto FROM spfliINTO @gs_spfliWHERE carrid = @pa_car AND connid = @pa_con.How are the selected fields placed into target structure gs_spfli?;1;From left to right;Into fields with the same name and same type;Into fields with the same name;Into fields with the same type;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2218;SAP; For a given date(variable lv_date)', ' you want to find all the connections from Frankfurt to Sydney with exactly one stopover. You want to fly from the stopover city to Sydney on the same day you arrive in the stopover city.Table ZFLIGHTS hold the following information about flights.-flightid: primary key-cityfrom:departure city-datefrom: departure date-timefrom:departure time-cityto:destination city-dateto:destination date-timeto:destination timeWhich of the following Open SQL Queries can you use to find all the possible stopover cities?;1;SELECT cityto INTO TABLE lt_cities FROM zflights AS destination;WHERE cityfrom IN (SELECT DISTINCT cityto FROM zflights;WHERE dateto = destination~datefrom AND;timeto < destination~timefrom AND;cityfrom = �FRANKFURT� AND;datefrom = lv_date );AND destination~cityto = �Sydney�;SELECT DISTINCT cityto INTO TABLE lt_cities FROM zflights AS destination;WHERE cityfrom IN (SELECT cityto FROM zflights;WHERE dateto = destination~datefrom AND;SELECT DISTINCT cityfrom INTO TABLE lt_cities FROM zflights AS destination WHERE cityfrom IN (SELECT cityto FROM zflights WHERE dateto = destination~datefrom AND timeto < destination~timefrom AND cityfrom = �FRANKFURT� AND datefrom = lv_date ) AND destination~cityto = �Sydney�;0;0;0;0;0;0;0;0;0;0;1
2219;SAP; You have written a program to output data using the ALV grid control. Which sequence of steps should be executed at runtime?;1;"1. Create a container obje;"1. Pass data to the grid obje;"1. Create a grid obje;"1. Create a grid obje;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2220;SAP; You call a lock module.�Which exceptions could the lock module raise when a logical lock CANNOT be set?;2;CX_SY_DATA_ACCESS_ERROR;CX_SY_OPEN_SQL_ERROR;FOREIGN_LOCK;SYSTEM_FAILURE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2221;SAP; What is the event block that all of your code changes belongs to if you do not explicitly code any event blocks in an executable program?;1;LOAD-OF-PROGRAM;START-OF-SELECTION;AT SELECTION-SCREEN OUTPUT;INITIALIZATION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2222;SAP; You define a generic variable that can hold the ABAP types C', ' D', ' N', ' STRING', ' and T. You want to restrict the use of other ABAP types. Which generic data type must you use in the definition?;1;CSEQUENCE;SIMPLE;CLIKE;DATA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2223;SAP; To generate the function modules for a lock object for a custom table (ENQUEUE_<lock_object> and DEQUEUE_<lock_object>)', ' which tool would you use?;1;Text Elements (Transaction SE32);Reuse Library (Transaction SE83);General Table Maintenance Dialog (Transaction SE54);ABAP Dictionary (Transaction SE11);Function Builder (Transaction SE37);NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2224;SAP; Which of the following enhancement options does not require any preparation from SAP?;1;Explicit enhancement point;Explicit enhancement sections;Implicit enhancement point;New BAdIs;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2225;SAP; How can you maintain documentation for input fields on your screen?;1;Add documentation to the SCREEN table at PROCESS AFTER INPUT (PAI).;Define text tables for the underlying structure.;Add documentation to the underlying data element.;Add documentation to the SCREEN table at PROCESS BEFORE OUTPUT (PBO).;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2226;SAP; You create a domain in the ABAP dictionary. How can you use this domain?;1;To describe the value range of a table field or structure component;To define technical properties of data elements;To define the data type of a table field or structure component;To define data objects in ABAP programs;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2227;SAP; What is the difference between SAP Basis and SAP NetWeaver?;1;All versions of SAP�NetWeaver�require the use of�UTF-8.;All versions of SAP NetWeaver require the use of Unicode.;"There is no difference; the name change was driven by marketing alone.";All versions of SAP NetWeaver include the ability to handle HTTP requests.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2228;SAP; What do you need to consider when creating a secondary index on a table?;2;The table will be updated more quickly if you create more indexes;The index can be created for specific database systems only;The most frequently selected fields should be at the first positions in the index;The index must always be unique;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2229;SAP; What do you need to have in your program to respond to the DOUBLE_CLICK event raised by an instance of the CL_GUI_ALV_GRID class?;3;A method to read the registration table;A SET HANDLER statement to register the handler to the event;A CATCH statement to capture the event;A handler method for the event;A handler class;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2230;SAP; What does the enhancement category for a database table or structure do?;3;Specifies the types of changes that can be made to the structure;Makes a table Unicode-compliant;Can produce warnings at incompatible points for the structure;Can identify where program behavior may change;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2231;SAP; Which of the following can you do with the SAP code inspector?;1;Analyze runtime data.;Monitor runtime behavior;Perform static code checks;Monitor background tasks;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2232;SAP; Which must a search help do?;4;Determine the values for selection by the user;Have a dialog with the user;Be used from a screen;Use a table or a view for data selection;Allow the user to select a response;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
2233;SAP; What is the purpose of the enqueuer work process?;1;It processes update requests.;It processes requests for a print output;It processes requests triggered by an active user.;It processes logical locks requests.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2234;SAP; What is unique about a singleton?;2;It must be instantiated using a protected instance constructor.;It must be instantiated using a public instance constructor.;must be instantiated using a static private constructor.;It cannot be defined as FINAL.;It must be instantiated using a private instance constructor.;It must be instantiated using a static public constructor.;It must be instantiated using a static protected constructor.;It must be defined as FINAL.;NULL;NULL;NULL;0;0;1;0;0;0;0;1;NULL;NULL;NULL
2235;SAP; Which of the following ABAP dictionary types can you use to define domains?;3;NUMC;DEC;CHAR;DATE;FLOAT;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
2236;SAP; You want to check the user input in the field FIELD_NAME on a classical screen. If an incorrect value is entered', ' the user should be able to correct the field value.How do you call the module CHECK_MODULE in the PAI of the screen to accomplish this?;1;CHAIN. MODULE check_module FIELD field_name. ENDCHAIN.;FIELD field_name MODULE check_module.;MODULE check_module ON ERROR.;FIELD field_name MODULE check_module MESSAGE Ennn.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2237;SAP; Which of the following structures is created when you use a table type to define one of its components?;1;Flat structure;Append structure;Nested structure;Deep structure;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2238;SAP; Is it possible to have multiple active implementations of business add-ins at a time? ;2;It can have multiple active implementations if the Multiple use checkbox is selected.;It can have multiple implementations if the Filter-Depend. checkbox is selected.;It cannot have a multiple active implementation.;It can have a multiple active implementation.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2239;SAP; Which of the following are features of the Context in Web Dynpro?;2;Every Web Dynpro controller has multiple Contexts;Every Web Dynpro controller has one Context;Data is shared between controllers through Context mapping;Data is transferred from one Context to another by firing plugs;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2240;SAP; You use Unified Modelling language (UML) to design your classes. You want to describe the message exchange between objects. Which diagram can you use?;1;Object diagram;Sequence diagram;Class diagram;Component diagram;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2241;SAP; You defined data reference z1 generically.Which statement would you use to access the content of the referenced variable?;1;Assign z1 to <fs>;Get reference of z1 into wa;Assign (z1) to <fs>;Assign z1->* to <fs>;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2242;SAP; Which of the following types of SQL statements always bypass the SAP table buffers?;2;SELECT � UP TO 1 ROW;SELECT SUM (sales);SELECT SINGLE;SELECT � INNER JOIN�;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2243;SAP; What is the event block that all of your code changes belongs to if you do not explicitly code any event blocks in an executable program?;1;INITIALIZATION;LOAD-OF-PROGRAM;START-OF-SELECTION;AT SELECTION-SCREEN OUTPUT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2244;SAP; What transactions can be used to carry out modification adjustments after a system upgrade?;2;SPAD;SPAU_ENH;SPAU;SPDD;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2245;SAP; FORM routines (subroutines) can be used in which program types?;4;Type groups;Subroutine pools;Module pools;Interface pools;Executables;Class pools;Function groups;NULL;NULL;NULL;NULL;0;1;1;0;1;0;1;NULL;NULL;NULL;NULL
2246;SAP; Which of the following are key capabilities of SAP NetWeaver?;3;Supply Chain Management;Application Platform;Enterprise Resource Planning;People Integration;Information Integration;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2247;SAP; Which of the following can you assign a search help to?;3;Table type;Domain;Data element;Structure component;Check table;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2248;SAP; What are the advantages of modularization?;3;Reusability;Maintainability;Profitability across DBMS;Performance;Transparency;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
2249;SAP; Which of the following ABAP standard types are incomplete?;2;STRING;X;N;F;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2250;SAP; You are writing an ABAP declaration using the data element S_CARR_ID. Which of the following statements correctly define a data object?;2;DATA gv_id LIKE s_carr_id;DATA gv_id TYPE s_carr_id;DATA gv_id TYPE s_carr_id DEFAULT �QF�;CONSTANTS gc_qf TYPE s_carr_id VALUE �QF�;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2251;SAP; Your selection screen can be modified at which event?;1;AT SELECTION-SCREEN;AT SELECTION-SCREEN ON <field_name>;None of the above;AT SELECTION-SCREEN OUTPUT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2252;SAP; How do you add fields to an SAP-delivered transparent table without modification?;1;Define a structure containing the new fields and include it in the table definition.;Create an append structure containing the new fields.;Add the new fields to the table definition.;Use the database utility to enhance the definition on the database directly.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2253;SAP; What is the Web Dynpro programming model is based on?;1;Model View Controller (MVC);Classic Dynpro programming;Business Server Pages (BSPs);Internet Transaction Server (ITS);NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2254;SAP; You create a function group ZATP. What is the name of the corresponding main program?;1;ZATP;SAPMZATP;SAPLZATP;SAPFZATP;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2255;SAP; Which elementary field types are considered a character type?;5;D;T;I;C;F;N;X;STRING;XSTRING;NULL;NULL;1;1;0;1;0;1;0;1;0;NULL;NULL
2256;SAP; You enhance an SAP standard global class by defining a post-method for an SAP method. The original SAP method has an EXPORTING parameter named PAR 1.What type of parameter is PAR 1 in the post-method?Please choose the correct answer;NULL;IMPORTING;EXPORTING;RETURNING;CHANGING;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2257;SAP; What is the difference between a value table and a check table?;1;A value table is a check table after a foreign key is defined.;A value table does not exist.;"No difference; they are the same thing.";A value table is defined in the domain', ' whereas a check table is defined in the data element.;A check table is defined in the domain', ' whereas a value table is defined in the data element.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL
